0 , 42.1015 , 72.5898 , North America , Jan , 1 , 2016 , -5
96 , 42.1015 , 72.5898 , North America , Mar , 28 , 2016 , 35
97 , 42.1015 , 72.5898 , North America , Mar , 29 , 2016 , 46
98 , 42.1015 , 72.5898 , North America , Mar , 30 , 2016 , 16
99 , 42.1015 , 72.5898 , North America , Mar , 31 , 2016 , 10
100 , 22.9068 , 43.1729 , South America , Jan , 1 , 2015 , 86
101 , 22.9068 , 43.1729 , South America , Jan , 2 , 2015 , 78
102 , 22.9068 , 43.1729 , South America , Jan , 3 , 2015 , 91
103 , 22.9068 , 43.1729 , South America , Jan , 4 , 2015 , 92
104 , 22.9068 , 43.1729 , South America , Jan , 5 , 2015 , 77
105 , 22.9068 , 43.1729 , South America , Jan , 6 , 2015 , 73
106 , 22.9068 , 43.1729 , South America , Jan , 7 , 2015 , 84
107 , 22.9068 , 43.1729 , South America , Jan , 8 , 2015 , 89
108 , 22.9068 , 43.1729 , South America , Jan , 9 , 2015 , 76
109 , 22.9068 , 43.1729 , South America , Jan , 10 , 2015 , 90
110 , 22.9068 , 43.1729 , South America , Jan , 11 , 2015 , 86
111 , 22.9068 , 43.1729 , South America , Jan , 12 , 2015 , 76
112 , 22.9068 , 43.1729 , South America , Jan , 13 , 2015 , 93
113 , 22.9068 , 43.1729 , South America , Jan , 14 , 2015 , 77
114 , 22.9068 , 43.1729 , South America , Jan , 15 , 2015 , 95
115 , 22.9068 , 43.1729 , South America , Jan , 16 , 2015 , 76
116 , 22.9068 , 43.1729 , South America , Jan , 17 , 2015 , 100
117 , 22.9068 , 43.1729 , South America , Jan , 18 , 2015 , 70
118 , 22.9068 , 43.1729 , South America , Jan , 19 , 2015 , 78
119 , 22.9068 , 43.1729 , South America , Jan , 20 , 2015 , 99
120 , 22.9068 , 43.1729 , South America , Jan , 21 , 2015 , 81
121 , 22.9068 , 43.1729 , South America , Jan , 22 , 2015 , 74
122 , 22.9068 , 43.1729 , South America , Jan , 23 , 2015 , 100
123 , 22.9068 , 43.1729 , South America , Jan , 24 , 2015 , 71
124 , 22.9068 , 43.1729 , South America , Jan , 25 , 2015 , 96
125 , 22.9068 , 43.1729 , South America , Jan , 26 , 2015 , 87
126 , 22.9068 , 43.1729 , South America , Jan , 27 , 2015 , 86
127 , 22.9068 , 43.1729 , South America , Jan , 28 , 2015 , 81
128 , 22.9068 , 43.1729 , South America , Jan , 29 , 2015 , 73
129 , 22.9068 , 43.1729 , South America , Jan , 30 , 2015 , 89
130 , 22.9068 , 43.1729 , South America , Jan , 31 , 2015 , 78
131 , 22.9068 , 43.1729 , South America , Feb , 1 , 2015 , 97
132 , 22.9068 , 43.1729 , South America , Feb , 2 , 2015 , 91
133 , 22.9068 , 43.1729 , South America , Feb , 3 , 2015 , 75
134 , 22.9068 , 43.1729 , South America , Feb , 4 , 2015 , 71
135 , 22.9068 , 43.1729 , South America , Feb , 5 , 2015 , 97
136 , 22.9068 , 43.1729 , South America , Feb , 6 , 2015 , 80
137 , 22.9068 , 43.1729 , South America , Feb , 7 , 2015 , 84
138 , 22.9068 , 43.1729 , South America , Feb , 8 , 2015 , 90
139 , 22.9068 , 43.1729 , South America , Feb , 9 , 2015 , 95
140 , 22.9068 , 43.1729 , South America , Feb , 10 , 2015 , 93
141 , 22.9068 , 43.1729 , South America , Feb , 11 , 2015 , 93
142 , 22.9068 , 43.1729 , South America , Feb , 12 , 2015 , 74
143 , 22.9068 , 43.1729 , South America , Feb , 13 , 2015 , 82
144 , 22.9068 , 43.1729 , South America , Feb , 14 , 2015 , 80
145 , 22.9068 , 43.1729 , South America , Feb , 15 , 2015 , 72
146 , 22.9068 , 43.1729 , South America , Feb , 16 , 2015 , 79
147 , 22.9068 , 43.1729 , South America , Feb , 17 , 2015 , 98
148 , 22.9068 , 43.1729 , South America , Feb , 18 , 2015 , 97
149 , 22.9068 , 43.1729 , South America , Feb , 19 , 2015 , 74
150 , 22.9068 , 43.1729 , South America , Feb , 20 , 2015 , 79
151 , 22.9068 , 43.1729 , South America , Feb , 21 , 2015 , 70
152 , 22.9068 , 43.1729 , South America , Feb , 22 , 2015 , 80
153 , 22.9068 , 43.1729 , South America , Feb , 23 , 2015 , 96
154 , 22.9068 , 43.1729 , South America , Feb , 24 , 2015 , 81
155 , 22.9068 , 43.1729 , South America , Feb , 25 , 2015 , 93
156 , 22.9068 , 43.1729 , South America , Feb , 26 , 2015 , 88
157 , 22.9068 , 43.1729 , South America , Feb , 27 , 2015 , 76
158 , 22.9068 , 43.1729 , South America , Feb , 28 , 2015 , 80
159 , 22.9068 , 43.1729 , South America , Feb , 29 , 2015 , 81
160 , 22.9068 , 43.1729 , South America , Feb , 30 , 2015 , 90
161 , 22.9068 , 43.1729 , South America , Feb , 31 , 2015 , 76
162 , 22.9068 , 43.1729 , South America , Feb , 32 , 2015 , 99
163 , 22.9068 , 43.1729 , South America , Feb , 33 , 2015 , 99
164 , 22.9068 , 43.1729 , South America , Feb , 34 , 2015 , 87
165 , 22.9068 , 43.1729 , South America , Feb , 35 , 2015 , 97
166 , 22.9068 , 43.1729 , South America , Feb , 36 , 2015 , 94
167 , 22.9068 , 43.1729 , South America , Feb , 37 , 2015 , 87
168 , 22.9068 , 43.1729 , South America , Feb , 38 , 2015 , 95
169 , 22.9068 , 43.1729 , South America , Mar , 1 , 2015 , 95
170 , 22.9068 , 43.1729 , South America , Mar , 2 , 2015 , 78
171 , 22.9068 , 43.1729 , South America , Mar , 3 , 2015 , 84
172 , 22.9068 , 43.1729 , South America , Mar , 4 , 2015 , 81
173 , 22.9068 , 43.1729 , South America , Mar , 5 , 2015 , 78
174 , 22.9068 , 43.1729 , South America , Mar , 6 , 2015 , 94
175 , 22.9068 , 43.1729 , South America , Mar , 7 , 2015 , 84
176 , 22.9068 , 43.1729 , South America , Mar , 8 , 2015 , 83
177 , 22.9068 , 43.1729 , South America , Mar , 9 , 2015 , 95
178 , 22.9068 , 43.1729 , South America , Mar , 10 , 2015 , 73
179 , 22.9068 , 43.1729 , South America , Mar , 11 , 2015 , 70
180 , 22.9068 , 43.1729 , South America , Mar , 12 , 2015 , 98
181 , 22.9068 , 43.1729 , South America , Mar , 13 , 2015 , 85
182 , 22.9068 , 43.1729 , South America , Mar , 14 , 2015 , 92
183 , 22.9068 , 43.1729 , South America , Mar , 15 , 2015 , 83
184 , 22.9068 , 43.1729 , South America , Mar , 16 , 2015 , 99
185 , 22.9068 , 43.1729 , South America , Mar , 17 , 2015 , 92
186 , 22.9068 , 43.1729 , South America , Mar , 18 , 2015 , 93
187 , 22.9068 , 43.1729 , South America , Mar , 19 , 2015 , 83
188 , 22.9068 , 43.1729 , South America , Mar , 20 , 2015 , 83
189 , 22.9068 , 43.1729 , South America , Mar , 21 , 2015 , 94
190 , 22.9068 , 43.1729 , South America , Mar , 22 , 2015 , 73
191 , 22.9068 , 43.1729 , South America , Mar , 23 , 2015 , 99
192 , 22.9068 , 43.1729 , South America , Mar , 24 , 2015 , 71
193 , 22.9068 , 43.1729 , South America , Mar , 25 , 2015 , 77
194 , 22.9068 , 43.1729 , South America , Mar , 26 , 2015 , 77
195 , 22.9068 , 43.1729 , South America , Mar , 27 , 2015 , 81
196 , 22.9068 , 43.1729 , South America , Mar , 28 , 2015 , 75
197 , 22.9068 , 43.1729 , South America , Mar , 29 , 2015 , 98
198 , 22.9068 , 43.1729 , South America , Mar , 30 , 2015 , 82
199 , 22.9068 , 43.1729 , South America , Mar , 31 , 2015 , 90
200 , 51.5074 , 0.1278 , Europe , Jan , 1 , 2014 , 72
201 , 51.5074 , 0.1278 , Europe , Jan , 2 , 2014 , 98
202 , 51.5074 , 0.1278 , Europe , Jan , 3 , 2014 , 77
203 , 51.5074 , 0.1278 , Europe , Jan , 4 , 2014 , 75
204 , 51.5074 , 0.1278 , Europe , Jan , 5 , 2014 , 100
205 , 51.5074 , 0.1278 , Europe , Jan , 6 , 2014 , 92
206 , 51.5074 , 0.1278 , Europe , Jan , 7 , 2014 , 93
207 , 51.5074 , 0.1278 , Europe , Jan , 8 , 2014 , 76
208 , 51.5074 , 0.1278 , Europe , Jan , 9 , 2014 , 87
209 , 51.5074 , 0.1278 , Europe , Jan , 10 , 2014 , 96
210 , 51.5074 , 0.1278 , Europe , Jan , 11 , 2014 , 78
211 , 51.5074 , 0.1278 , Europe , Jan , 12 , 2014 , 100
212 , 51.5074 , 0.1278 , Europe , Jan , 13 , 2014 , 97
213 , 51.5074 , 0.1278 , Europe , Jan , 14 , 2014 , 88
214 , 51.5074 , 0.1278 , Europe , Jan , 15 , 2014 , 81
215 , 51.5074 , 0.1278 , Europe , Jan , 16 , 2014 , 90
216 , 51.5074 , 0.1278 , Europe , Jan , 17 , 2014 , 85
217 , 51.5074 , 0.1278 , Europe , Jan , 18 , 2014 , 98
218 , 51.5074 , 0.1278 , Europe , Jan , 19 , 2014 , 88
219 , 51.5074 , 0.1278 , Europe , Jan , 20 , 2014 , 79
220 , 51.5074 , 0.1278 , Europe , Jan , 21 , 2014 , 87
221 , 51.5074 , 0.1278 , Europe , Jan , 22 , 2014 , 75
222 , 51.5074 , 0.1278 , Europe , Jan , 23 , 2014 , 73
223 , 51.5074 , 0.1278 , Europe , Jan , 24 , 2014 , 72
224 , 51.5074 , 0.1278 , Europe , Jan , 25 , 2014 , 81
225 , 51.5074 , 0.1278 , Europe , Jan , 26 , 2014 , 89
226 , 51.5074 , 0.1278 , Europe , Jan , 27 , 2014 , 88
227 , 51.5074 , 0.1278 , Europe , Jan , 28 , 2014 , 86
228 , 51.5074 , 0.1278 , Europe , Jan , 29 , 2014 , 81
229 , 51.5074 , 0.1278 , Europe , Jan , 30 , 2014 , 77
230 , 51.5074 , 0.1278 , Europe , Jan , 31 , 2014 , 84
231 , 51.5074 , 0.1278 , Europe , Feb , 1 , 2014 , 78
232 , 51.5074 , 0.1278 , Europe , Feb , 2 , 2014 , 72
233 , 51.5074 , 0.1278 , Europe , Feb , 3 , 2014 , 80
234 , 51.5074 , 0.1278 , Europe , Feb , 4 , 2014 , 94
235 , 51.5074 , 0.1278 , Europe , Feb , 5 , 2014 , 91
236 , 51.5074 , 0.1278 , Europe , Feb , 6 , 2014 , 82
237 , 51.5074 , 0.1278 , Europe , Feb , 7 , 2014 , 85
238 , 51.5074 , 0.1278 , Europe , Feb , 8 , 2014 , 73
239 , 51.5074 , 0.1278 , Europe , Feb , 9 , 2014 , 73
240 , 51.5074 , 0.1278 , Europe , Feb , 10 , 2014 , 93
241 , 51.5074 , 0.1278 , Europe , Feb , 11 , 2014 , 82
242 , 51.5074 , 0.1278 , Europe , Feb , 12 , 2014 , 79
243 , 51.5074 , 0.1278 , Europe , Feb , 13 , 2014 , 73
244 , 51.5074 , 0.1278 , Europe , Feb , 14 , 2014 , 88
245 , 51.5074 , 0.1278 , Europe , Feb , 15 , 2014 , 92
246 , 51.5074 , 0.1278 , Europe , Feb , 16 , 2014 , 91
247 , 51.5074 , 0.1278 , Europe , Feb , 17 , 2014 , 92
248 , 51.5074 , 0.1278 , Europe , Feb , 18 , 2014 , 92
249 , 51.5074 , 0.1278 , Europe , Feb , 19 , 2014 , 84
250 , 51.5074 , 0.1278 , Europe , Feb , 20 , 2014 , 100
251 , 51.5074 , 0.1278 , Europe , Feb , 21 , 2014 , 88
252 , 51.5074 , 0.1278 , Europe , Feb , 22 , 2014 , 70
253 , 51.5074 , 0.1278 , Europe , Feb , 23 , 2014 , 77
254 , 51.5074 , 0.1278 , Europe , Feb , 24 , 2014 , 72
255 , 51.5074 , 0.1278 , Europe , Feb , 25 , 2014 , 94
256 , 51.5074 , 0.1278 , Europe , Feb , 26 , 2014 , 76
257 , 51.5074 , 0.1278 , Europe , Feb , 27 , 2014 , 97
258 , 51.5074 , 0.1278 , Europe , Feb , 28 , 2014 , 88
259 , 51.5074 , 0.1278 , Europe , Feb , 29 , 2014 , 72
260 , 51.5074 , 0.1278 , Europe , Feb , 30 , 2014 , 71
261 , 51.5074 , 0.1278 , Europe , Feb , 31 , 2014 , 70
262 , 51.5074 , 0.1278 , Europe , Feb , 32 , 2014 , 84
263 , 51.5074 , 0.1278 , Europe , Feb , 33 , 2014 , 79
264 , 51.5074 , 0.1278 , Europe , Feb , 34 , 2014 , 70
265 , 51.5074 , 0.1278 , Europe , Feb , 35 , 2014 , 90
266 , 51.5074 , 0.1278 , Europe , Feb , 36 , 2014 , 100
267 , 51.5074 , 0.1278 , Europe , Feb , 37 , 2014 , 88
268 , 51.5074 , 0.1278 , Europe , Feb , 38 , 2014 , 81
269 , 51.5074 , 0.1278 , Europe , Mar , 1 , 2014 , 94
270 , 51.5074 , 0.1278 , Europe , Mar , 2 , 2014 , 87
271 , 51.5074 , 0.1278 , Europe , Mar , 3 , 2014 , 92
272 , 51.5074 , 0.1278 , Europe , Mar , 4 , 2014 , 70
273 , 51.5074 , 0.1278 , Europe , Mar , 5 , 2014 , 80
274 , 51.5074 , 0.1278 , Europe , Mar , 6 , 2014 , 77
275 , 51.5074 , 0.1278 , Europe , Mar , 7 , 2014 , 73
276 , 51.5074 , 0.1278 , Europe , Mar , 8 , 2014 , 97
277 , 51.5074 , 0.1278 , Europe , Mar , 9 , 2014 , 83
278 , 51.5074 , 0.1278 , Europe , Mar , 10 , 2014 , 89
279 , 51.5074 , 0.1278 , Europe , Mar , 11 , 2014 , 98
280 , 51.5074 , 0.1278 , Europe , Mar , 12 , 2014 , 75
281 , 51.5074 , 0.1278 , Europe , Mar , 13 , 2014 , 95
282 , 51.5074 , 0.1278 , Europe , Mar , 14 , 2014 , 96
283 , 51.5074 , 0.1278 , Europe , Mar , 15 , 2014 , 78
284 , 51.5074 , 0.1278 , Europe , Mar , 16 , 2014 , 100
285 , 51.5074 , 0.1278 , Europe , Mar , 17 , 2014 , 86
286 , 51.5074 , 0.1278 , Europe , Mar , 18 , 2014 , 85
287 , 51.5074 , 0.1278 , Europe , Mar , 19 , 2014 , 89
288 , 51.5074 , 0.1278 , Europe , Mar , 20 , 2014 , 90
289 , 51.5074 , 0.1278 , Europe , Mar , 21 , 2014 , 76
290 , 51.5074 , 0.1278 , Europe , Mar , 22 , 2014 , 74
291 , 51.5074 , 0.1278 , Europe , Mar , 23 , 2014 , 78
292 , 51.5074 , 0.1278 , Europe , Mar , 24 , 2014 , 90
293 , 51.5074 , 0.1278 , Europe , Mar , 25 , 2014 , 89
294 , 51.5074 , 0.1278 , Europe , Mar , 26 , 2014 , 75
295 , 51.5074 , 0.1278 , Europe , Mar , 27 , 2014 , 84
296 , 51.5074 , 0.1278 , Europe , Mar , 28 , 2014 , 96
297 , 51.5074 , 0.1278 , Europe , Mar , 29 , 2014 , 87
298 , 51.5074 , 0.1278 , Europe , Mar , 30 , 2014 , 77
299 , 51.5074 , 0.1278 , Europe , Mar , 31 , 2014 , 83
